LENDING_BUSINESS_ID,BUSINESS_ID,CREATED_AT,MEDIAN_RUNNING_BALANCE_6M,OD_COUNT_3M,RATIO_DEBIT_CREDIT_1M,RATIO_DEBIT_CREDIT_3M,ZERO_BALANCE_COUNT_1M,RATIO_ACH_CREDIT_AMT_90_180,DISTINCT_MRDC_TXNS_1M,DISTINCT_ACH_C_TXNS_100_6M,RATIO_ACH_DEBIT_AMT_90_180,STDDEV_AMOUNT_ACH_C_1M
5edfadea-d1c1-4d84-b30e-7a954c08275d,14f1b960-49ae-4211-90b6-a6b70a05ecb1,2023-03-01,,,,,,,,,,
e78763e1-4078-45a4-b696-1bf497f448e2,90e10379-be7c-41ae-bb04-70c7c7bd0a53,2023-03-01,,,,,,,,,,
3e871a40-1f94-4b77-b654-b1486079851c,16d669af-102e-44a8-a787-7bc9089fc0e6,2023-03-01,,,,,,,,,,
44e44efb-ae10-4270-97eb-b2f9b1cc6df9,01311608-3702-442d-b2cb-4cf1a2ae1dbf,2023-03-01,,,,,,,,,,
088015b3-97a8-4043-b7ea-7940b205bb17,4d7fbe3c-75d8-4408-9f9a-c7dc5fae7610,2023-03-01,,,,,,,,,,
67b623ed-26c6-4756-9eea-fe88cd68a929,ec582d06-8a27-466e-98b0-ac8dde20d62b,2023-03-01,,,,,,,,,,
d8a70b61-46a4-461e-9e5e-79f5f0c13fd4,5ab0b206-d560-4706-bf20-0215e0b45152,2023-03-01,,,,,,,,,,
43605bd0-c3d4-4754-8d37-84135dd2a458,c13348dc-f725-4916-8afc-6a3b86b8e59f,2023-03-01,,,,,,,,,,
dfb725a2-b596-46e7-995d-c7689346cdec,99e58225-d001-42ce-86c9-25cdf618ec4a,2023-03-01,,,,,,,,,,
9828535e-e9a3-4674-b0fb-ede0fd06aa08,c3e69099-4193-46e2-a172-9b30945c2af5,2023-03-01,,,,,,,,,,
fd29cba3-feb9-4a4a-a12d-590c23ae752a,81555e8a-cfcd-4dd2-a5e0-7e99187a379d,2023-03-01,,,,,,,,,,
b9049ce2-b69f-4300-914c-849870b01f77,9fc0902a-f803-4e3d-984f-e051d6390d1a,2023-03-01,,,,,,,,,,
dc104df0-7e5c-4519-9c00-0521c45dbe0c,13cacc1b-ad20-43d4-bfbf-634cabd454da,2023-03-01,,,,,,,,,,
68452786-1f33-4137-b298-ab2cdd20ce98,d6f04276-eb8c-41b0-9509-c3bda780c135,2023-03-01,,,,,,,,,,
6d6fa3cc-206f-4a47-838b-40074a177794,0a09a449-b305-4be1-b812-57e1aa263f98,2023-03-01,,,,,,,,,,
ad109e9e-96f1-4938-9a77-36f051391a58,7c0dc088-feb3-45f7-a030-9e89737dd209,2023-03-01,,,,,,,,,,
d353c959-d2be-4516-ac83-31408c23b607,92ee95b2-9ad8-44e9-a231-92f5dbcd8ec7,2023-03-01,,,,,,,,,,
8a329b4e-afb6-4f91-b9c7-8826c3a006b8,44626bbb-bd34-44e4-aba4-b33da5e926c4,2023-03-01,,,,,,,,,,
61d3b496-c1c3-4564-9b6f-34ba83523981,b6028759-0ef3-4ac6-a833-360c98db223a,2023-03-01,,,,,,,,,,
cb906ed4-81de-466a-a87e-8a2b13ff1d22,aea94362-3430-4241-9c95-692036255276,2023-03-01,,,,,,,,,,
ca50c3b3-789b-450a-98da-ee9d3cec9ef3,9c2395ac-3b52-4ef7-b806-e70d03d1bf69,2023-03-01,,,,,,,,,,
ad7eaccc-11c2-4319-a2b8-2ce200101ea9,12cb4470-6044-40f1-bda6-86fcdd66137a,2023-03-01,,,,,,,,,,
9b313a51-df16-49d2-a7db-23c4f07dddeb,f5042f66-1fe0-41f1-b58a-ad8f5fb292a7,2023-03-01,,,,,,,,,,
d9cf842e-e139-42cb-98a3-c79376fbf2cd,7f345ba2-98cd-4188-a4a4-533bee1615a2,2023-03-01,,,,,,,,,,
4ae0da4f-d560-4aa3-b207-961f06f6f7a3,d694578d-913a-4c13-a198-455b9786f6c7,2023-03-01,,,,,,,,,,
9a58eb3c-0d1a-461a-869b-e715eeaf920d,a3768909-a241-477c-8fa0-56380bc06f97,2023-03-01,,,,,,,,,,
2e0b55f2-f28c-490c-8ed5-d5ffdeddc5e5,a767d08b-86a8-4ad3-b750-db4150ab76b4,2023-03-01,,,,,,,,,,
9f7c7ac6-f615-478e-874d-f328b9337904,56be1b93-b1b4-4e96-ab1c-fe41612d3db8,2023-03-01,,,,,,,,,,
367d469b-1fbe-4bcd-8566-b60fbc4bd902,d86a6997-6d04-4b0c-914c-a0641bdbb6c0,2023-03-01,,,,,,,,,,
8cb53a34-9f58-4448-b4e9-3df76f3a8fd3,60044cfc-623c-45ba-a060-98908ff84bde,2023-03-01,,,,,,,,,,
3d58d1bb-7b97-44da-94f9-18b1e8f94080,90168bfd-4c8e-4b6d-872c-5b2f0f6ecbbd,2023-03-01,,,,,,,,,,
028e3c38-72ed-464f-b379-d90fcc2c4788,d92c79d3-b2c1-4733-ae30-4aad1120f1bc,2023-03-01,,,,,,,,,,
26c143a6-008a-492c-a986-40334920628f,73fe9d4f-21c6-40e8-ae00-7aef7082e5fd,2023-03-01,,,,,,,,,,
393ff854-601c-4bfd-bbfb-ad8e0a5d7d88,20d8799e-eaa5-4544-ab74-1a1a6b52904b,2023-03-01,,,,,,,,,,
ea2a69f2-290e-48f7-9249-8d1fba3f274e,303f8bbb-cd2c-4027-8b28-5425674a28c2,2023-03-01,,,,,,,,,,
06840683-7d72-4e27-a957-0c158dfad4c0,b269a66b-8d62-474e-85bc-6de7ea4f54aa,2023-03-01,,,,,,,,,,
9c67803f-496b-43f4-a3a3-0fc740815abd,522ea55d-3234-407d-81ea-aa3b099d52c4,2023-03-01,,,,,,,,,,
f57948e2-d56c-48a6-8c00-05419695137e,0a14cb6e-f8a6-45e5-a581-01110ac09f4f,2023-03-01,,,,,,,,,,
309771e8-c623-4d0a-8fd2-24a2e9944cfe,2d1a76fa-39e2-49ad-9171-b7293fb03eeb,2023-03-01,,,,,,,,,,
b035449a-057c-42ec-85dd-b701403c0cc9,2767bf7b-51ae-4f62-999f-96b405b518b8,2023-03-01,,,,,,,,,,
dbc6b271-1e93-4ecc-bfb0-5f0a8d0343b5,15182b41-9014-46c3-89a1-ceea637dcafe,2023-03-01,,,,,,,,,,
866f71ed-9032-46eb-8d99-dc22aaca7c51,3db72657-38c0-4ba0-8923-e13950f9584f,2023-03-01,,,,,,,,,,
07cc1871-e825-4dab-affb-2da7ed52bd9a,ec0ae8a2-9232-47f8-8e9b-bc21501c9f5c,2023-03-01,,,,,,,,,,
fbb7fd04-9dd9-4f2f-8a3b-d0934fe113b1,2c858bfb-e6b5-4195-bc39-a50b645e1361,2023-03-01,,,,,,,,,,
eff2cf81-2bf5-4698-b0d4-dff3874cc3c4,b76b0b0e-46b4-4d55-8b67-99a799e62522,2023-03-01,,,,,,,,,,
d4a63dcc-c9d7-44ef-89ee-c75a2c09a367,1c7c72a7-ca31-4975-be85-203646ff4065,2023-03-01,,,,,,,,,,
3c8c68f1-125c-48be-a051-b11286879327,e26e86ab-42ab-422c-8ee6-bd57eb20032d,2023-03-01,,,,,,,,,,
3354bc22-280a-4b36-a0b1-4cd4a8a27fd1,dadf7fcc-8158-4114-9904-2efd48cadf8f,2023-03-02,6199.345,0,0,0,0,0,0,0,0,0
e9b78272-7735-462f-bc20-2c4352ae700e,cb058619-e51b-46f2-ba2f-4e9de50ac36a,2023-03-02,10944.05,0,1.4372,1.4372,0,1,0,4,0,881.5018
eb00b2d3-939e-4a80-9500-84a68af68fd4,c1e75a5d-654f-4847-a8f1-3cae2b148108,2023-03-02,430.17,1,1.2267,1.2267,0,1,0,1,1,133.9451
d76c947d-5dac-4912-a0c0-d5ea593c6fd3,a3ab0f64-a751-468b-8d34-454aea9e5b8c,2023-03-02,1257.86,0,3.538,3.538,0,1,0,8,1,366.5369
fb2ae087-1124-4213-bdc8-f8314ca0da4a,57d112da-0415-4626-ad23-6c8c4cda6d97,2023-03-02,1139.11,1,0,0,0,0,0,0,1,0
7f36666a-4cc1-4a18-91dd-482ac414e331,010414e0-7785-4cfb-9a06-d53ce65b3a74,2023-03-02,2317.13,0,0,0,0,1,0,1,0,0
